pwsid,PWS_name,activity_s,owner_type,d_prin_cnt,d_populati,d_pws_fed_,Area_sqmi,FID_GSA_in,Basin_Numb,Basin_Subb,Basin_Name,GSA_Name,Area_sqm_1,Area_sqm_i,PercArea
CA4400598,"PURESOURCE WATER, INC",A,P,SANTA CRUZ,172,C,0.149708762,31,3-001,3-001,SANTA CRUZ MID-COUNTY,Santa Cruz Mid-County Groundwater Agency GSA,56.03821591,0.016966689,0.113331301
CA4400750,APTOS HIGH SCHOOL,A,L,SANTA CRUZ,1925,NTNC,0.091428606,31,3-001,3-001,SANTA CRUZ MID-COUNTY,Santa Cruz Mid-County Groundwater Agency GSA,56.03821591,0.020007316,0.218829938
CA4410010,SANTA CRUZ WATER DEPARTMENT,A,L,SANTA CRUZ,97767,C,20.18797502,31,3-001,3-001,SANTA CRUZ MID-COUNTY,Santa Cruz Mid-County Groundwater Agency GSA,56.03821591,8.441206699,0.418130431
CA4400611,JARVIS MUTUAL WATER SYSTEM,A,P,SANTA CRUZ,53,C,0.795936854,31,3-001,3-001,SANTA CRUZ MID-COUNTY,Santa Cruz Mid-County Groundwater Agency GSA,56.03821591,0.590431218,0.741806608
CA4410017,SOQUEL CREEK WATER DISTRICT,A,L,SANTA CRUZ,37720,C,14.02394975,31,3-001,3-001,SANTA CRUZ MID-COUNTY,Santa Cruz Mid-County Groundwater Agency GSA,56.03821591,11.96537141,0.853209803
CA4400598,"PURESOURCE WATER, INC",A,P,SANTA CRUZ,172,C,0.149708762,31,3-001,3-001,SANTA CRUZ MID-COUNTY,Santa Cruz Mid-County Groundwater Agency GSA,56.03821591,0.12919197,0.862955302
CA4400652,"CATHEDRAL HILLS MWC, INC",A,P,SANTA CRUZ,60,C,0.082840005,31,3-001,3-001,SANTA CRUZ MID-COUNTY,Santa Cruz Mid-County Groundwater Agency GSA,56.03821591,0.079289902,0.957145062
CA4410018,CENTRAL WATER DISTRICT,A,L,SANTA CRUZ,2700,C,4.187732223,31,3-001,3-001,SANTA CRUZ MID-COUNTY,Santa Cruz Mid-County Groundwater Agency GSA,56.03821591,4.146515793,0.990157816
CA4400502,TROUT GULCH MUTUAL WATER COMPANY,A,P,SANTA CRUZ,552,C,1.529655687,31,3-001,3-001,SANTA CRUZ MID-COUNTY,Santa Cruz Mid-County Groundwater Agency GSA,56.03821591,1.519512386,0.9933689
CA4400906,MYSTERY SPOT SNACK SHACK,A,P,SANTA CRUZ,500,NC,0.13464153,31,3-001,3-001,SANTA CRUZ MID-COUNTY,Santa Cruz Mid-County Groundwater Agency GSA,56.03821591,0.134621545,0.999851565
CA4400717,KENNOLYN CAMP,A,P,SANTA CRUZ,200,NC,0.000607216,31,3-001,3-001,SANTA CRUZ MID-COUNTY,Santa Cruz Mid-County Groundwater Agency GSA,56.03821591,0.000607216,1
CA4400726,SEVENTH DAY ADVENTIST CAMP,A,P,SANTA CRUZ,1000,NC,0.011183061,31,3-001,3-001,SANTA CRUZ MID-COUNTY,Santa Cruz Mid-County Groundwater Agency GSA,56.03821591,0.011183061,1
CA4400530,LAND OF MEDICINE BUDDHA,A,P,SANTA CRUZ,75,NTNC,0.002056368,31,3-001,3-001,SANTA CRUZ MID-COUNTY,Santa Cruz Mid-County Groundwater Agency GSA,56.03821591,0.002056368,1
CA4400756,MOUNTAIN ELEMENTARY SCHOOL,A,L,SANTA CRUZ,250,NTNC,0.010736719,31,3-001,3-001,SANTA CRUZ MID-COUNTY,Santa Cruz Mid-County Groundwater Agency GSA,56.03821591,0.010736719,1
CA4400619,ENCHANTED VALLEY,A,P,SANTA CRUZ,150,NC,0.000981845,31,3-001,3-001,SANTA CRUZ MID-COUNTY,Santa Cruz Mid-County Groundwater Agency GSA,56.03821591,0.000981845,1
CA4400582,PINE TREE LANE MUTUAL WATER CO,A,P,SANTA CRUZ,40,C,0.01190519,31,3-001,3-001,SANTA CRUZ MID-COUNTY,Santa Cruz Mid-County Groundwater Agency GSA,56.03821591,0.01190519,1
CA4400710,CAMP ST FRANCIS,A,P,SANTA CRUZ,50,NC,0.006999164,31,3-001,3-001,SANTA CRUZ MID-COUNTY,Santa Cruz Mid-County Groundwater Agency GSA,56.03821591,0.006999164,1
CA4400753,CABRILLO COLLEGE,A,L,SANTA CRUZ,5500,NTNC,0.094777891,31,3-001,3-001,SANTA CRUZ MID-COUNTY,Santa Cruz Mid-County Groundwater Agency GSA,56.03821591,0.094777891,1
CA2710023,TASCO SPRECKELS WATER COMPANY,A,P,MONTEREY,1079,C,0.411395939,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,0.05296256,0.128738655
CA2702409,EL CAMINO WC INC,A,P,MONTEREY,90,C,0.086702732,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,0.012898295,0.148764577
CA2710019,CWSC OAK HILLS,A,P,MONTEREY,3984,C,2.901137819,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,0.494740828,0.170533377
CA2710007,"GONZALES, CITY OF",A,L,MONTEREY,8383,C,1.437306858,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,0.304514226,0.211864449
CA2701364,PEDRAZZI MWC,A,P,MONTEREY,273,C,0.073909636,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,0.019038477,0.25759127
CA2702229,MANZANITA PARK WS,A,L,MONTEREY,300,NC,0.652588755,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,0.17131343,0.26251361
CA2700853,COLOR SPOT NURSERY WS #01,A,P,MONTEREY,200,NTNC,0.155221404,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,0.047650764,0.30698578
CA2710012,CWSC SALINAS HILLS,A,P,MONTEREY,8213,C,7.625545233,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,2.389953471,0.31341411
CA2710005,CASTROVILLE COMMUNITY SERVICES DISTRICT,A,L,MONTEREY,10000,C,1.536771671,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,0.494740828,0.321935156
CA2701633,PARADISE RD WS #21,A,P,MONTEREY,48,C,0.186504134,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,0.065720586,0.352381389
CA2701897,BERRY DR WS #02,A,P,MONTEREY,30,C,0.079082019,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,0.028596441,0.361604839
CA2710010,CWSC SALINAS,A,P,MONTEREY,106858,C,17.3774546,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,7.653974467,0.440454292
CA2701897,BERRY DR WS #02,A,P,MONTEREY,30,C,0.079082019,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,0.046432477,0.587143286
CA2710019,CWSC OAK HILLS,A,P,MONTEREY,3984,C,2.901137819,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,1.716390141,0.591626544
CA2710005,CASTROVILLE COMMUNITY SERVICES DISTRICT,A,L,MONTEREY,10000,C,1.536771671,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,1.042030843,0.678064844
CA2701364,PEDRAZZI MWC,A,P,MONTEREY,273,C,0.073909636,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,0.054870475,0.742399479
CA2701837,MERIDIAN RD WS #09,A,P,MONTEREY,35,NTNC,0.32646515,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,0.279188442,0.855186048
CA2710023,TASCO SPRECKELS WATER COMPANY,A,P,MONTEREY,1079,C,0.411395939,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,0.358390616,0.871157399
CA2702482,COLOR SPOT NURSERY WS #02,A,P,MONTEREY,25,NTNC,0.063000766,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,0.058177013,0.923433424
CA2702641,CONUNDRUM WINERY WS,A,P,MONTEREY,25,NC,0.700265153,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,0.64897781,0.92676011
CA2702135,FOOTHILL WA,A,P,MONTEREY,28,C,0.040266464,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,0.037840933,0.939763014
CA2702615,ESPERANZA RD WS,A,P,MONTEREY,160,NTNC,0.201147735,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,0.190667419,0.94789742
CA2700594,HIDDEN VALLEY WA,A,P,MONTEREY,51,C,0.134409983,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,0.128299447,0.954538081
CA2701263,PARTINGTON RIDGE MWC,A,P,MONTEREY,75,C,0.056218142,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,0.054870475,0.976027895
CA2701063,RIVER RD WS #25,A,P,MONTEREY,65,C,0.005501723,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,0.005455742,0.991642509
CA2702320,HITCHCOCK RD WS #01,A,P,MONTEREY,175,C,0.059017489,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,0.059017489,1
CA2700577,ELKHORN SCHOOL WS,A,L,MONTEREY,545,NTNC,0.030059646,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,0.030059646,1
CA2701202,CAL AM WATER COMPANY - CHUALAR,A,P,MONTEREY,740,C,0.127824322,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,0.127824322,1
CA2700579,ELKHORN RD WS #04,A,P,MONTEREY,60,C,0.124517596,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,0.124517596,1
CA2702584,HITCHCOCK RD WS #02,A,L,MONTEREY,25,NTNC,0.062361687,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,0.062361687,1
CA2700998,BUD ANTLE MARINA WS,A,P,MONTEREY,150,NTNC,0.061960846,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,0.061960846,1
CA2701109,ASSOCIATED TAGLINE WS,A,P,MONTEREY,70,NTNC,0.002370288,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,0.002370288,1
CA2701820,CORDA RD WS,A,P,MONTEREY,60,C,0.000850647,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,0.000850647,1
CA2700624,LEAFWOOD COMMUNITY WA,A,P,MONTEREY,66,C,0.035030693,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,0.035030693,1
CA2700674,PARADISE LAKE MUTUAL WATER CO.,A,P,MONTEREY,180,C,0.111283312,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,0.111283312,1
CA2701542,GONZALES  GAS STATION WS,A,P,MONTEREY,200,NC,0.001732173,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,0.001732173,1
CA2702180,GRAVES SCHOOL WS,A,L,MONTEREY,56,NTNC,0.002639346,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,0.002639346,1
CA2701153,GROWERS TRANSPLANTING WS,A,P,MONTEREY,50,NTNC,0.093425508,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,0.093425508,1
CA2700547,DESMOND RD WS #03,A,P,MONTEREY,55,C,0.028396643,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,0.028396643,1
CA2701214,FIRESTONE BUSINESS PARK WS,A,P,MONTEREY,154,NTNC,0.152198568,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,0.152198568,1
CA2700766,STRAWBERRY RD WS #06,A,P,MONTEREY,78,C,0.059979723,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,0.059979723,1
CA2701498,HARBOR VIEW WA,A,P,MONTEREY,75,C,0.13956368,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,0.13956368,1
CA2701515,MOSS LANDING HARBOR WS,A,P,MONTEREY,402,C,0.03081176,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,0.03081176,1
CA2700548,DOLAN RD MWC,A,P,MONTEREY,120,C,0.112059113,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,0.112059113,1
CA2700842,BAUMANN RD WS #01,A,P,MONTEREY,40,C,0.00664908,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,0.00664908,1
CA2701647,GREEN ACRES WA,A,P,MONTEREY,50,C,0.047315296,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,0.047315296,1
CA2700541,DEL MONTE FARMS RD WS #03,A,P,MONTEREY,55,C,0.021224677,95,3-004,3-004.01,SALINAS VALLEY,Salinas Valley Basin GSA - 180/400 Foot Aquifer,138.9338197,0.021224677,1
CA4010007,PASO ROBLES WATER DEPARTMENT,A,L,SAN LUIS OBISPO,31398,C,16.93332831,78,3-004,3-004.06,SALINAS VALLEY,City of Paso Robles GSA,18.81800166,15.7571069,0.930538085
CA2710706,CAMP ROBERTS WELL 6A,I,S,MONTEREY,115,NP,4.242641657,80,3-004,3-004.06,SALINAS VALLEY,County of San Luis Obispo GSA - Paso Robles Area,445.9656358,1.006706303,0.237282897
CA4000775,MUSTANG SPRINGS MUTUAL WATER,A,P,SAN LUIS OBISPO,30,C,0.034134972,80,3-004,3-004.06,SALINAS VALLEY,County of San Luis Obispo GSA - Paso Robles Area,445.9656358,0.010427886,0.30548979
CA2710706,CAMP ROBERTS WELL 6A,I,S,MONTEREY,115,NP,4.242641657,80,3-004,3-004.06,SALINAS VALLEY,County of San Luis Obispo GSA - Paso Robles Area,445.9656358,1.329781071,0.313432333
CA2710705,CAMP ROBERTS - CALIFORNIA NATIONAL GUARD,A,S,MONTEREY,385,NTNC,2.393606223,80,3-004,3-004.06,SALINAS VALLEY,County of San Luis Obispo GSA - Paso Robles Area,445.9656358,1.006706303,0.42058142
CA4010028,SLO CSA NO. 16 - SHANDON,A,L,SAN LUIS OBISPO,1295,C,1.845701916,80,3-004,3-004.06,SALINAS VALLEY,County of San Luis Obispo GSA - Paso Robles Area,445.9656358,0.948326935,0.513802866
CA4000775,MUSTANG SPRINGS MUTUAL WATER,A,P,SAN LUIS OBISPO,30,C,0.034134972,80,3-004,3-004.06,SALINAS VALLEY,County of San Luis Obispo GSA - Paso Robles Area,445.9656358,0.023598122,0.691318044
CA4000802,SANTA YSABEL RANCH MWC,A,P,SAN LUIS OBISPO,25,C,0.944711855,80,3-004,3-004.06,SALINAS VALLEY,County of San Luis Obispo GSA - Paso Robles Area,445.9656358,0.753148044,0.797225144
CA4000554,GREEN RIVER MUTUAL WATER CO.,A,P,SAN LUIS OBISPO,350,C,0.726095429,80,3-004,3-004.06,SALINAS VALLEY,County of San Luis Obispo GSA - Paso Robles Area,445.9656358,0.725751251,0.999525988
CA4000803,RANCHO SALINAS  MBWC,A,P,SAN LUIS OBISPO,50,C,0.175575441,80,3-004,3-004.06,SALINAS VALLEY,County of San Luis Obispo GSA - Paso Robles Area,445.9656358,0.175575441,1
CA4000789,SPANISH LAKES MUTUAL WATER CO,A,P,SAN LUIS OBISPO,40,C,0.408154346,80,3-004,3-004.06,SALINAS VALLEY,County of San Luis Obispo GSA - Paso Robles Area,445.9656358,0.408154346,1
CA4000774,PLEASANT VALLEY ELEMENTARY,A,L,SAN LUIS OBISPO,100,NTNC,0.013058248,80,3-004,3-004.06,SALINAS VALLEY,County of San Luis Obispo GSA - Paso Robles Area,445.9656358,0.013058248,1
CA4010010,SAN MIGUEL COMMUNITY SERVICES DISTRICT,A,L,SAN LUIS OBISPO,2600,C,2.965716993,81,3-004,3-004.06,SALINAS VALLEY,San Miguel Community Services District GSA,2.982242189,2.946379792,0.993479755
CA4010028,SLO CSA NO. 16 - SHANDON,A,L,SAN LUIS OBISPO,1295,C,1.845701916,79,3-004,3-004.06,SALINAS VALLEY,Shandon-San Juan GSA,213.6497794,0.897374982,0.486197134
CA4210009,CUYAMA COMMUNITY SERVICES DISTRICT,A,L,SANTA BARBARA,560,C,0.544188505,74,3-013,3-013,CUYAMA VALLEY,Cuyama Basin GSA,377.6290163,0.544188505,1
CA4200514,CUYAMA MUTUAL WATER CO.,A,P,SANTA BARBARA,49,NC,0.072541751,74,3-013,3-013,CUYAMA VALLEY,Cuyama Basin GSA,377.6290163,0.072541751,1
CA5610700,"NAVAL BASE VENTURA COUNTY, POINT MUGU",A,F,VENTURA,1566,C,6.866512273,32,4-004,4-004.02,SANTA CLARA RIVER VALLEY,County of Ventura GSA - Oxnard Basin Outlying Areas,4.932885117,0.750755453,0.109335777
CA5610008,PLEASANT VALLEY MUTUAL WATER CO,A,P,VENTURA,5000,C,18.7640383,32,4-004,4-004.02,SANTA CLARA RIVER VALLEY,County of Ventura GSA - Oxnard Basin Outlying Areas,4.932885117,2.37313337,0.126472422
CA5610046,UNITED WTR CONS DIST,A,L,VENTURA,0,C,332.0558309,33,4-004,4-004.02,SANTA CLARA RIVER VALLEY,Fox Canyon Groundwater Management Agency GSA - Oxnard,85.23142236,35.4328621,0.106707544
CA5602140,SATICOY COUNTRY CLUB-CITY OF VENTURA,A,P,VENTURA,177,C,0.4739815,33,4-004,4-004.02,SANTA CLARA RIVER VALLEY,Fox Canyon Groundwater Management Agency GSA - Oxnard,85.23142236,0.055812208,0.11775187
CA5610035,RIO MANOR MUTUAL WATER CO,A,P,VENTURA,983,C,0.110680991,33,4-004,4-004.02,SANTA CLARA RIVER VALLEY,Fox Canyon Groundwater Management Agency GSA - Oxnard,85.23142236,0.014350553,0.129656892
CA5610007,OXNARD WATER DEPT,A,L,VENTURA,206499,C,39.14499535,33,4-004,4-004.02,SANTA CLARA RIVER VALLEY,Fox Canyon Groundwater Management Agency GSA - Oxnard,85.23142236,5.49926041,0.14048438
CA5610001,DEMPSEY ROAD MUTUAL WATER CO,A,P,VENTURA,1520,C,3.334225024,33,4-004,4-004.02,SANTA CLARA RIVER VALLEY,Fox Canyon Groundwater Management Agency GSA - Oxnard,85.23142236,0.498983558,0.149655034
CA5610701,"NAVAL BASE VENTURA COUNTY, PORT HUENEME",A,F,VENTURA,3221,C,36.72097573,33,4-004,4-004.02,SANTA CLARA RIVER VALLEY,Fox Canyon Groundwater Management Agency GSA - Oxnard,85.23142236,5.49926041,0.149758014
CA5610080,PORT HUENEME WATER AGENCY,A,L,VENTURA,0,C,13.24653056,33,4-004,4-004.02,SANTA CLARA RIVER VALLEY,Fox Canyon Groundwater Management Agency GSA - Oxnard,85.23142236,2.479898228,0.187211151
CA5610009,PORT HUENEME WATER DEPT,A,L,VENTURA,22327,C,1.87045464,33,4-004,4-004.02,SANTA CLARA RIVER VALLEY,Fox Canyon Groundwater Management Agency GSA - Oxnard,85.23142236,0.498983558,0.266771269
CA5602111,NYELAND ACRES MUTUAL WATER CO,A,P,VENTURA,915,C,3.438070478,33,4-004,4-004.02,SANTA CLARA RIVER VALLEY,Fox Canyon Groundwater Management Agency GSA - Oxnard,85.23142236,1.076714768,0.313174141
CA5602115,SAVIERS ROAD MUTUAL WATER CO,A,P,VENTURA,368,C,0.028123227,33,4-004,4-004.02,SANTA CLARA RIVER VALLEY,Fox Canyon Groundwater Management Agency GSA - Oxnard,85.23142236,0.008913747,0.316953226
CA5610080,PORT HUENEME WATER AGENCY,A,L,VENTURA,0,C,13.24653056,33,4-004,4-004.02,SANTA CLARA RIVER VALLEY,Fox Canyon Groundwater Management Agency GSA - Oxnard,85.23142236,5.49926041,0.415147226
CA5610008,PLEASANT VALLEY MUTUAL WATER CO,A,P,VENTURA,5000,C,18.7640383,33,4-004,4-004.02,SANTA CLARA RIVER VALLEY,Fox Canyon Groundwater Management Agency GSA - Oxnard,85.23142236,8.07847679,0.430529754
CA5602117,STRICKLAND ACRES,A,P,VENTURA,429,C,0.097478589,33,4-004,4-004.02,SANTA CLARA RIVER VALLEY,Fox Canyon Groundwater Management Agency GSA - Oxnard,85.23142236,0.044267591,0.454126298
CA5602103,CYPRESS MUTUAL WATER CO INC,A,P,VENTURA,217,C,0.091174358,33,4-004,4-004.02,SANTA CLARA RIVER VALLEY,Fox Canyon Groundwater Management Agency GSA - Oxnard,85.23142236,0.04221616,0.463026682
CA5602111,NYELAND ACRES MUTUAL WATER CO,A,P,VENTURA,915,C,3.438070478,33,4-004,4-004.02,SANTA CLARA RIVER VALLEY,Fox Canyon Groundwater Management Agency GSA - Oxnard,85.23142236,1.607120649,0.46744843
CA5602103,CYPRESS MUTUAL WATER CO INC,A,P,VENTURA,217,C,0.091174358,33,4-004,4-004.02,SANTA CLARA RIVER VALLEY,Fox Canyon Groundwater Management Agency GSA - Oxnard,85.23142236,0.045605579,0.500201811
CA5602117,STRICKLAND ACRES,A,P,VENTURA,429,C,0.097478589,33,4-004,4-004.02,SANTA CLARA RIVER VALLEY,Fox Canyon Groundwater Management Agency GSA - Oxnard,85.23142236,0.053210998,0.545873702
CA5610007,OXNARD WATER DEPT,A,L,VENTURA,206499,C,39.14499535,33,4-004,4-004.02,SANTA CLARA RIVER VALLEY,Fox Canyon Groundwater Management Agency GSA - Oxnard,85.23142236,21.72492148,0.554985926
CA5603302,LLOYD-BUTLER MUTUAL WATER COMPANY,A,P,VENTURA,25,C,0.005580859,33,4-004,4-004.02,SANTA CLARA RIVER VALLEY,Fox Canyon Groundwater Management Agency GSA - Oxnard,85.23142236,0.003665319,0.656766034
CA5602115,SAVIERS ROAD MUTUAL WATER CO,A,P,VENTURA,368,C,0.028123227,33,4-004,4-004.02,SANTA CLARA RIVER VALLEY,Fox Canyon Groundwater Management Agency GSA - Oxnard,85.23142236,0.019209479,0.683046774
CA5610009,PORT HUENEME WATER DEPT,A,L,VENTURA,22327,C,1.87045464,33,4-004,4-004.02,SANTA CLARA RIVER VALLEY,Fox Canyon Groundwater Management Agency GSA - Oxnard,85.23142236,1.2918049,0.69063685
CA5610039,CHANNEL ISLANDS BEACH CSD,A,L,VENTURA,5847,C,0.790458058,33,4-004,4-004.02,SANTA CLARA RIVER VALLEY,Fox Canyon Groundwater Management Agency GSA - Oxnard,85.23142236,0.552245375,0.698639692
CA5610001,DEMPSEY ROAD MUTUAL WATER CO,A,P,VENTURA,1520,C,3.334225024,33,4-004,4-004.02,SANTA CLARA RIVER VALLEY,Fox Canyon Groundwater Management Agency GSA - Oxnard,85.23142236,2.646935299,0.793868224
CA5610700,"NAVAL BASE VENTURA COUNTY, POINT MUGU",A,F,VENTURA,1566,C,6.866512273,33,4-004,4-004.02,SANTA CLARA RIVER VALLEY,Fox Canyon Groundwater Management Agency GSA - Oxnard,85.23142236,5.49926041,0.800881174
CA5610035,RIO MANOR MUTUAL WATER CO,A,P,VENTURA,983,C,0.110680991,33,4-004,4-004.02,SANTA CLARA RIVER VALLEY,Fox Canyon Groundwater Management Agency GSA - Oxnard,85.23142236,0.096330437,0.870343108
CA5602108,GARDEN ACRES MUTUAL WATER CO,A,P,VENTURA,816,C,0.098973107,33,4-004,4-004.02,SANTA CLARA RIVER VALLEY,Fox Canyon Groundwater Management Agency GSA - Oxnard,85.23142236,0.091901181,0.928546992
CA5602120,VINEYARD MUTUAL WATER COMPANY/INDUSTRIAL,A,P,VENTURA,240,NTNC,0.192139971,33,4-004,4-004.02,SANTA CLARA RIVER VALLEY,Fox Canyon Groundwater Management Agency GSA - Oxnard,85.23142236,0.17919654,0.932635405
CA5610068,CLOVERDALE MUTUAL WATER CO.,A,P,VENTURA,455,C,0.13136303,33,4-004,4-004.02,SANTA CLARA RIVER VALLEY,Fox Canyon Groundwater Management Agency GSA - Oxnard,85.23142236,0.124760182,0.949735873
CA5610010,CAL AMERICAN WC - RIO PLAZA,A,P,VENTURA,1716,C,0.204646125,33,4-004,4-004.02,SANTA CLARA RIVER VALLEY,Fox Canyon Groundwater Management Agency GSA - Oxnard,85.23142236,0.195124595,0.953473196
CA5610056,VINEYARD AVE ESTATES MWC,A,P,VENTURA,1200,C,0.201712493,33,4-004,4-004.02,SANTA CLARA RIVER VALLEY,Fox Canyon Groundwater Management Agency GSA - Oxnard,85.23142236,0.19407382,0.962130888
CA5610029,VINEYARD AVENUE ACRES MWC,A,P,VENTURA,1820,C,0.165680069,33,4-004,4-004.02,SANTA CLARA RIVER VALLEY,Fox Canyon Groundwater Management Agency GSA - Oxnard,85.23142236,0.164667014,0.993885472
CA5602101,ESTERINA PROPERTIES,A,P,VENTURA,50,C,0.004476347,33,4-004,4-004.02,SANTA CLARA RIVER VALLEY,Fox Canyon Groundwater Management Agency GSA - Oxnard,85.23142236,0.004476347,1
CA5602109,GLENVIEW MOBILE PARK,A,P,VENTURA,160,C,0.003024074,33,4-004,4-004.02,SANTA CLARA RIVER VALLEY,Fox Canyon Groundwater Management Agency GSA - Oxnard,85.23142236,0.003024074,1
CA5602110,NAVALAIR MOBILE HOME PARK,A,P,VENTURA,160,C,0.004257886,33,4-004,4-004.02,SANTA CLARA RIVER VALLEY,Fox Canyon Groundwater Management Agency GSA - Oxnard,85.23142236,0.004257886,1
CA5610021,WARRING WATER SERVICE INC,A,P,VENTURA,2100,C,2.478170692,4,4-004,4-004.06,SANTA CLARA RIVER VALLEY,Fillmore and Piru Basins GSA - Piru,17.01010079,2.370902659,0.956714833
CA5601144,RANCHO SESPE WORKERS IMP ASSOC,A,P,VENTURA,600,C,0.02373287,4,4-004,4-004.06,SANTA CLARA RIVER VALLEY,Fillmore and Piru Basins GSA - Piru,17.01010079,0.023261473,0.980137375
CA3910022,LITTLE POTATO SLOUGH MUTUAL,A,P,SAN JOAQUIN,350,C,0.14253329,14,5-022,5-022.01,SAN JOAQUIN VALLEY,Central Delta Water Agency GSA,81.59719761,0.14253329,1
