WatersystemID,PWS,Basin-Su,Basin -_1,Latitude,Longitude,Service Co,FacilityN,WaterType,GSA_Name
CA3400103,B & W RESORT MARINA,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.149728,-121.260732,37,MAIN WELL,GW,North San Joaquin Water Conservation District GSA
CA3400229,RIO COSUMNES CORRECTIONAL CENTER [SWS],5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.23,-121.01,13,COMBINED RAW WATER,GW,North San Joaquin Water Conservation District GSA
CA3400229,RIO COSUMNES CORRECTIONAL CENTER [SWS],5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.23,-121.01,13,MAIN WELL G-14,GW,North San Joaquin Water Conservation District GSA
CA3400253,COSUMNES RIVER ELEMENTARY SCHOOL,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.13655,-121.241604,5,BACK-UP WELL,GW,North San Joaquin Water Conservation District GSA
CA3900504,CLEMENTS WATER WORKS #43,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.191118,-121.094114,65,WELL #2,GW,North San Joaquin Water Conservation District GSA
CA3900511,SJC MICKE GROVE PARK,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.082468,-121.274681,8,NORTHWEST WELL,GW,North San Joaquin Water Conservation District GSA
CA3900568,CARIBOU MOBILE PARK PWS,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.163744,-121.261361,72,MAIN WELL,GW,North San Joaquin Water Conservation District GSA
CA3900586,B&G MOBILE HOME PARK LLC WS,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.204037,-121.262272,22,WELL #1,GW,North San Joaquin Water Conservation District GSA
CA3900596,VILLA CEREZOS,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.090428,-121.25592,82,WELL #1(MAIN WELL),GW,North San Joaquin Water Conservation District GSA
CA3900598,MARIONS RANCH HOUSE MOTEL,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.091493,-121.258802,2,WELL#2,GW,North San Joaquin Water Conservation District GSA
CA3900602,TAHAMA VILLAGE MOBILE HOME PARK,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.091493,-121.258802,68,NORTH WELL HEAD,GW,North San Joaquin Water Conservation District GSA
CA3900831,ARBOR MOBILE HOME PARK WS,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.163964,-121.259209,173,WELL#4(MAIN),GW,North San Joaquin Water Conservation District GSA
CA3900840,SMK CHEVRON,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.219823,-121.27258,1,WELL,GW,North San Joaquin Water Conservation District GSA
CA3900842,DOUBLE L MOBILE ESTATES,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.085801,-121.252463,150,LAUNDRY WELL (WELL#1),GW,North San Joaquin Water Conservation District GSA
CA3900844,COUNTRY MANOR MHP,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.139035,-121.179282,37,WELL#2,GW,North San Joaquin Water Conservation District GSA
CA3900846,OAK VIEW UNION ELEMENTARY SCH,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.217628,-121.226672,1,WELL #1,GW,North San Joaquin Water Conservation District GSA
CA3900849,LODI USD-LIVE OAK SCHOOL,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.085801,-121.252463,1,WELL#2,GW,North San Joaquin Water Conservation District GSA
CA3900850,LODI USD-HOUSTON SCHOOL,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.17347,-121.259649,4,WELL #2,GW,North San Joaquin Water Conservation District GSA
CA3901041,LODI AIRPORT CAFE,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.201087,-121.263779,1,WELL #1 (CAFE),GW,North San Joaquin Water Conservation District GSA
CA3901041,LODI AIRPORT CAFE,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.201087,-121.263779,1,WELL #2 (SKY DIVING),GW,North San Joaquin Water Conservation District GSA
CA3901046,COUNTRYSIDE LIQUORS & GAS,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.11609,-121.174451,3,WELL,GW,North San Joaquin Water Conservation District GSA
CA3901074,TWIN OAKS MOBILE PARK,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.065782,-121.260224,85,EAST WELL,GW,North San Joaquin Water Conservation District GSA
CA3901074,TWIN OAKS MOBILE PARK,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.17,-121.02,85,WEST WELL,GW,North San Joaquin Water Conservation District GSA
CA3901075,FAIRWAY ESTATES PWS CSA-18,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.164148,-121.30726,41,WELL #2 (STANDBY),GW,North San Joaquin Water Conservation District GSA
CA3901090,NORTH VALLEY SCHOOL PWS,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.093017,-121.183275,1,WELL #3,GW,North San Joaquin Water Conservation District GSA
CA3901092,SAN JOAQUIN WATER WORKS #2,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.142721,-121.206274,98,WELL#2 (STANDBY WELL),GW,North San Joaquin Water Conservation District GSA
CA3901108,JAHANT FOOD N FUEL STOP,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.206315,-121.264558,2,WELL #2,GW,North San Joaquin Water Conservation District GSA
CA3901238,MOKELUMNE BEACH RV PARK,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.149728,-121.260732,1,WELL,GW,North San Joaquin Water Conservation District GSA
CA3901276,HANOT FOUNDATION INC,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.132743,-121.140148,15,WELL,GW,North San Joaquin Water Conservation District GSA
CA3901278,"COLOR SPOT, LODI",5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.099735,-121.251245,1,WELL #5,GW,North San Joaquin Water Conservation District GSA
CA3901303,ACAMPO WATER SYSTEM,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.177019,-121.280813,61,WELL#1,GW,North San Joaquin Water Conservation District GSA
CA3901303,ACAMPO WATER SYSTEM,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.174888,-121.282878,61,WELL#2 (STANDBY),GW,North San Joaquin Water Conservation District GSA
CA3901304,BROOKSIDE MEADOWS ESTATE,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.059601,-121.253886,15,WELL,GW,North San Joaquin Water Conservation District GSA
CA3901350,BOETHING TREELAND FARMS INC,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.125555,-121.063611,1,WELL #3,GW,North San Joaquin Water Conservation District GSA
CA3901369,BASALITE - TRACY,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.129391,-121.160099,1,WELL HEAD,GW,North San Joaquin Water Conservation District GSA
CA3901371,LOCKEFORD SPRINGS GOLF COURSE,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.128442,-121.162257,1,WELL,GW,North San Joaquin Water Conservation District GSA
CA3901395,WOODBRIDGE COMMUNITY CHURCH,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.158252,-121.295452,1,WELL,GW,North San Joaquin Water Conservation District GSA
CA3901404,BEAR CREEK WINERY,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.085286,-121.241381,1,WELL #3,GW,North San Joaquin Water Conservation District GSA
CA3901439,TUSCAN WINERY VILLAGE,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.06969,-121.258933,1,WELL #1,GW,North San Joaquin Water Conservation District GSA
CA3901442,TARDITI RENTALS WATER,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.06969,-121.258933,1,WELL,GW,North San Joaquin Water Conservation District GSA
CA3901443,JESSIES GROVE WINERY,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.17,-121.11,1,WELL #1,GW,North San Joaquin Water Conservation District GSA
CA3901464,DESHMESH DARBAR LODI/STK WATER SYS,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.087333,-121.277459,1,WELL #1,GW,North San Joaquin Water Conservation District GSA
CA3901466,PARK GREEN HOUSES WATER SYSTEM,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.103505,-121.219837,1,WELL #1,GW,North San Joaquin Water Conservation District GSA
CA3901473,DIEDE TRUCKING WATER SYSTEM,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.09004,-121.261349,1,WELL,GW,North San Joaquin Water Conservation District GSA
CA3902109,VIAGGIO WINERY WATER SYSTEM,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.185981,-121.317303,1,WELL #1,GW,North San Joaquin Water Conservation District GSA
CA3910004,"LODI, CITY OF",5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.133333,-121.241667,25481,WELL 10C,GW,North San Joaquin Water Conservation District GSA
CA5000308,B & H MANUFACTURING,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.149445,-121.169821,1,WELL 01,GW,North San Joaquin Water Conservation District GSA
CA3901344,ESCALON LIVESTOCK MKT,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.828611,-120.996944,1,WELL (WEST),GW,Oakdale Irrigation District GSA
CA5000082,4N MOBILEHOME PARK,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.789956,-120.868349,31,WELL 01,GW,Oakdale Irrigation District GSA
CA5000085,GREEN RUN MOBILE ESTATES,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.830165,-120.915803,46,EAST WELL,GW,Oakdale Irrigation District GSA
CA5000085,GREEN RUN MOBILE ESTATES,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.830165,-120.915803,46,WEST WELL,GW,Oakdale Irrigation District GSA
CA5000132,VALLEY HOME SCHOOL TEXAS,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.828194,-120.914792,1,SOUTH WELL,GW,Oakdale Irrigation District GSA
CA5000166,FOX GROVE FISHING ACCESS,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.790768,-120.866669,1,LPA REPORTED PRIMARY SOURCE,GW,Oakdale Irrigation District GSA
CA5000175,SHIVELY'S BAR & GRILL,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.790768,-120.866669,1,LPA REPORTED PRIMARY SOURCE,GW,Oakdale Irrigation District GSA
CA5000177,SHADY LAWN FARM (SUMMER  CAMP),5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.781325,-120.881652,4,"MAIN WELL, # 01",GW,Oakdale Irrigation District GSA
CA5000179,SCONZA CANDY COMPANY,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.830069,-120.915807,1,#2 WELL CENTRAL,GW,Oakdale Irrigation District GSA
CA5000237,NORTH OAKS MUTUAL WATER CO,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.793291,-120.831437,78,WELL #2 (EAST),GW,Oakdale Irrigation District GSA
CA5000237,NORTH OAKS MUTUAL WATER CO,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.789764,-120.827816,78,WELL #4,GW,Oakdale Irrigation District GSA
CA5000277,VALLEY HOME SCHOOL PIONEER,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.830069,-120.915807,1,SOUTH WELL 2,GW,Oakdale Irrigation District GSA
CA5000290,SMART STOP FOOD MART (EH),5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.788969,-120.761693,1,LPA REPORTED PRIMARY SOURCE,GW,Oakdale Irrigation District GSA
CA5000298,ORANGE BLOSSOM RECREATION AREA,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.788969,-120.761693,7,LPA REPORTED PRIMARY SOURCE,GW,Oakdale Irrigation District GSA
CA5000440,RAINBOW FARMS,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.781579,-120.856084,7,2015 WELL,GW,Oakdale Irrigation District GSA
CA5000440,RAINBOW FARMS,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.781579,-120.856084,7,CORTEZ WELL,GW,Oakdale Irrigation District GSA
CA5000440,RAINBOW FARMS,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.781579,-120.856084,7,EAST BACK-UP WELL #4,GW,Oakdale Irrigation District GSA
CA5000446,WHISKEY RIVER SALOON,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.781579,-120.856084,2,LPA REPORTED PRIMARY SOURCE,GW,Oakdale Irrigation District GSA
CA5000447,RIVER ROAD PLAZA,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.783046,-120.858704,6,LPA REPORTED PRIMARY SOURCE,GW,Oakdale Irrigation District GSA
CA5000483,RIVER OAK GRACE-WATER SYSTEM,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.7804,-120.853782,4,LPA REPORTED PRIMARY SOURCE,GW,Oakdale Irrigation District GSA
CA5000503,OAKDALE CHEESE & SPECIALTIES,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.784939,-120.859173,1,LPA REPORTED PRIMARY SOURCE,GW,Oakdale Irrigation District GSA
CA5000581,PIONEER EQUINE HOSPITAL WATER SYSTEM,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.806162,-120.886131,1,W SOUTH WELL,GW,Oakdale Irrigation District GSA
CA3900648,TURTLE BEACH & WATER SYSTEM,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.772848,-121.299539,1,SOUTH WELL,GW,South Delta Water Agency GSA
CA3900653,ISLANDER MARINA,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.772848,-121.299539,74,NORTH WELL,GW,South Delta Water Agency GSA
CA3900705,FINNLEES TRAILER PARK,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.773726,-121.300106,26,PRIMARY WELL,GW,South Delta Water Agency GSA
CA3900813,HAVEN ACRES RIVER CLUB INC,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.849739,-121.321277,51,WELL,GW,South Delta Water Agency GSA
CA3900814,TWO RIVERS RV PARK,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.665652,-121.240527,2,WELL #2,GW,South Delta Water Agency GSA
CA3901421,VIEJO LTD,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.688373,-121.259932,2,WELL #1,GW,South Delta Water Agency GSA
CA3901424,DURHAM FERRY COMMUNITY SCHOOL,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.690977,-121.264916,5,WELL #2,GW,South Delta Water Agency GSA
CA3400192,TUNNEL TRAILER PARK,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.806677,-120.99782,21,MAIN WELL,GW,South San Joaquin GSA
CA3400382,BRADSHAW RANCH GOLF COURSE INC,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.798861,-121.051954,2,MAIN WELL,GW,South San Joaquin GSA
CA3900796,BTQC-ESCALON,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.799277,-121.041579,1,WELL A,GW,South San Joaquin GSA
CA3900796,BTQC-ESCALON,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.798784,-121.042112,1,WELL B,GW,South San Joaquin GSA
CA3900797,ESCALON PREMIER BRANDS,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.790899,-120.99778,1,WELL #3,GW,South San Joaquin GSA
CA3900798,FRANZIA WINERY,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.793665,-121.101352,1,WELL #5,GW,South San Joaquin GSA
CA3900798,FRANZIA WINERY,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.796477,-121.098178,1,WELL #6,GW,South San Joaquin GSA
CA3900798,FRANZIA WINERY,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.796477,-121.098178,1,WELL #7,GW,South San Joaquin GSA
CA3900799,OLDE TOWNE,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.797399,-121.124552,13,WELL,GW,South San Joaquin GSA
CA3900815,DELICATO VINEYARDS,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.854975,-121.219317,5,WELL #7,GW,South San Joaquin GSA
CA3900815,DELICATO VINEYARDS,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.854975,-121.219317,5,WELL #8,GW,South San Joaquin GSA
CA3901167,EUSD-VAN ALLEN SCHOOL,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.799294,-121.050673,1,WELL,GW,South San Joaquin GSA
CA3901169,MUSD-NILE GARDEN SCHOOL,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.753885,-121.238317,3,WELL #2,GW,South San Joaquin GSA
CA3901182,FINLEYS,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.865049,-121.256708,2,WELL,GW,South San Joaquin GSA
CA3901182,FINLEYS,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.865049,-121.256708,2,WELL #2,GW,South San Joaquin GSA
CA3901231,ESCALON GOLF COURSE WS,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.808606,-120.99746,1,WELL,GW,South San Joaquin GSA
CA3901290,FISHER NURSERY,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.735194,-121.18065,1,WELL #5,GW,South San Joaquin GSA
CA3901325,RIPON CHRISTIAN SCHOOLS,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.740495,-121.132761,1,WELL#1 (MAIN WELL),GW,South San Joaquin GSA
CA3901341,RAUDEL DELGADO WATER SYSTEM,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.796574,-121.270177,1,WELL HEAD,GW,South San Joaquin GSA
CA3901428,MARTINIS BAIT & TACKLE,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.799617,-121.072282,1,WELL #2,GW,South San Joaquin GSA
CA3901432,ST PATRICK CATHOLIC CHURCH WTR SYS,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.799617,-121.072282,1,WELL #2,GW,South San Joaquin GSA
CA3901438,WOODBRIDGE PIZZA WATER SYSTEM,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.849341,-121.245685,1,WELL #1,GW,South San Joaquin GSA
CA3901450,GICO VALLEY FARMS,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.798672,-121.106131,1,WELL #2,GW,South San Joaquin GSA
CA3901462,RIPON VFW POST 1051 WATER SYSTEM,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.740405,-121.154838,1,WELL #2,GW,South San Joaquin GSA
CA3901482,OASIS MARKET & PRODUCE,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.872994,-121.253421,1,WELL #1,GW,South San Joaquin GSA
CA3901486,CENTRAL VALLEY BAPTIST CHURCH WS,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.86129,-121.255393,1,WELL #1,GW,South San Joaquin GSA
CA3902182,GURDWARA BURMAT PARKASH MANTECA WS,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.775156,-121.25028,1,WELL #1,GW,South San Joaquin GSA
CA3902189,GICO MANAGEMENT,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.748333,-121.167222,1,WELL #1,GW,South San Joaquin GSA
CA3902189,GICO MANAGEMENT,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.748333,-121.165,1,WELL #2,GW,South San Joaquin GSA
CA3910003,"ESCALON, CITY OF",5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.787979,-120.995488,2468,WELL 03A,GW,South San Joaquin GSA
CA3910003,"ESCALON, CITY OF",5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.796861,-120.984347,2468,WELL 09,GW,South San Joaquin GSA
CA3910003,"ESCALON, CITY OF",5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.799601,-120.978604,2468,WELL 10,GW,South San Joaquin GSA
CA3910007,"RIPON, CITY OF",5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.73747,-121.133622,4537,WELL 03,GW,South San Joaquin GSA
CA3910007,"RIPON, CITY OF",5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.739983,-121.114947,4537,WELL 07,GW,South San Joaquin GSA
CA3910007,"RIPON, CITY OF",5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.742108,-121.13868,4537,WELL 10,GW,South San Joaquin GSA
CA3910007,"RIPON, CITY OF",5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.742108,-121.13868,4537,WELL 13 - RAW,GW,South San Joaquin GSA
CA3910007,"RIPON, CITY OF",5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.742108,-121.13868,4537,WELL 14 - RAW,GW,South San Joaquin GSA
CA3910007,"RIPON, CITY OF",5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.76,-121.125,4537,WELL 18 - RAW,GW,South San Joaquin GSA
CA3910014,SAN JOAQUIN COUNTY-RAYMUS VILLAGE,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.831131,-121.214772,329,WELL 01,GW,South San Joaquin GSA
CA3910014,SAN JOAQUIN COUNTY-RAYMUS VILLAGE,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.830285,-121.212652,329,WELL 02,GW,South San Joaquin GSA
CA5000165,WOODWARD RESERVOIR WATER SYSTEM,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.846729,-120.87703,11,2008 WELL,GW,South San Joaquin GSA
CA5000165,WOODWARD RESERVOIR WATER SYSTEM,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.846729,-120.87703,11,2010 WELL 2,GW,South San Joaquin GSA
CA3400278,AMERICAN RIVER COLLEGE,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.9,-121.27,32,EAST WELL,GW,Stockton East Water District GSA
CA3400278,AMERICAN RIVER COLLEGE,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.9,-121.27,32,MAIN WELL - NORTH,GW,Stockton East Water District GSA
CA3900504,CLEMENTS WATER WORKS #43,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.040055,-121.25794,65,WELL #1,GW,Stockton East Water District GSA
CA3900517,ALMOND PARK WATER SYSTEM,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.035394,-121.242799,20,WELL,GW,Stockton East Water District GSA
CA3900523,MORADA MANOR WATER SYSTEM,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.039506,-121.25176,32,WELL1,GW,Stockton East Water District GSA
CA3900568,CARIBOU MOBILE PARK PWS,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.995041,-121.245324,72,WELL #2,GW,Stockton East Water District GSA
CA3900569,EL RIO MOBILE HOME PARK,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.026131,-121.248663,28,WELL #1,GW,Stockton East Water District GSA
CA3900569,EL RIO MOBILE HOME PARK,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.919071,-121.227889,28,WELL #2,GW,Stockton East Water District GSA
CA3900578,ST FRANCIS MOTEL,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.995069,-121.245357,1,WELL,GW,Stockton East Water District GSA
CA3900585,RODEWAY INN,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.022592,-121.259664,1,WELL,GW,Stockton East Water District GSA
CA3900592,TOWN & COUNTRY INN,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.017828,-121.257211,1,WELL #2,GW,Stockton East Water District GSA
CA3900602,TAHAMA VILLAGE MOBILE HOME PARK,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.057031,-121.257199,68,SOUTH WELL HEAD,GW,Stockton East Water District GSA
CA3900606,A1 WINSTONS MOBILE HOME PARK,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.057119,-121.257156,30,WELL,GW,Stockton East Water District GSA
CA3900607,COUNTRY SQUIRE MOBILE ESTATES & WATER SY,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.996443,-121.248881,47,WELL,GW,Stockton East Water District GSA
CA3900624,WEST LANE MOBILE HOME PARK,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.996443,-121.248881,83,NORTH WELL,GW,Stockton East Water District GSA
CA3900649,GLENWOOD MOBILE HOME PARK,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.990609,-121.189142,50,WELL #2,GW,Stockton East Water District GSA
CA3900661,MAPACHE TRAILER PARK,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.91496,-121.222563,99,WELL 3435 MARFARGOA,GW,Stockton East Water District GSA
CA3900666,KING ISLAND RESORT PWS,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,37.91496,-121.222563,11,NORTH WELL,GW,Stockton East Water District GSA
CA3900709,EL RANCHO MOTEL,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.01804,-121.256488,1,WELL,GW,Stockton East Water District GSA
CA3900720,SHADED TERRACE PWS,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.024469,-121.244854,72,WELL #2,GW,Stockton East Water District GSA
CA3900722,MORADA ESTATES PWS,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.038816,-121.257424,86,WELL 2 (STANDBY),GW,Stockton East Water District GSA
CA3900724,ELKHORN ESTATES WATER SYSTEM,5-022.01,SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN,38.052481,-121.326971,70,WELL#1,GW,Stockton East Water District GSA
